Source,Target,Weight
1078357,849964,20
524942,1447353,20
1523335,1525174,20
583372,812062,20
1455380,957258,20
516491,802140,20
590062,1058831,20
1207712,1309098,20
1031767,1500389,20
90608,1318055,20
1234494,1281737,20
290970,1477598,20
340637,1539793,20
865194,1622626,20
827003,543968,20
520805,59117,20
783976,346485,20
1646461,80953,20
397500,1311052,20
1093167,750923,20
1022199,384763,20
521844,567385,20
1190288,1522296,20
908331,715876,20
1048194,1052915,20
1240172,847329,20
704,1154238,20
1373110,792565,20
392090,1536687,20
911207,1599205,20
553877,1025175,20
1665328,331058,20
786668,595034,20
1156889,815734,20
421715,268649,20
732995,1034659,20
1264449,1378598,20
133841,720861,20
1343923,1427530,20
814669,1445075,20
578328,523615,20
728342,1591083,20
238917,1120305,20
389766,584971,20
1364812,1603668,20
379030,334792,20
260349,483089,20
886379,149952,20
450642,528536,20
1167514,1448656,20
317654,825206,20
1691927,305021,20
1306733,10798,20
215692,743828,20
680741,320935,20
881229,1711452,20
1670176,657894,20
404338,1240133,20
959122,795174,20
191434,1246888,20
212125,261054,20
869563,1079783,20
299909,1093842,20
277568,1546574,20
24074,1555425,20
804179,648253,20
881221,190988,20
875673,934414,20
304024,1123543,20
112262,520908,20
250903,864779,20
1503277,1012193,20
1098137,117756,20
1073044,1612691,20
158312,1699444,20
1493233,21075,20
649960,267162,20
411450,51204,20
1596202,306549,20
1681569,525319,20
566371,298848,20
1599417,1575073,20
261513,853218,20
180287,1046315,20
1014021,586057,20
1452213,1630766,20
513043,1697374,20
1149158,378359,20
727103,1440854,20
166138,352690,20
1531125,445389,20
1704881,389928,20
129237,304457,20
1280595,1632019,20
921262,852633,20
566003,860626,20
908858,118369,20
984374,1347941,20
1688956,232317,20
534778,1526049,20
693482,1165786,20
503628,1506060,20
147936,816350,20
841338,1611287,20
1625882,1102894,20
770521,1078182,20
473374,434841,20
726264,120820,20
228271,683290,20
218181,1503903,20
94871,1286194,20
1105217,1312565,20
863074,368629,20
196868,552557,20
307885,234458,20
1043819,1380663,20
1043404,518312,20
1141261,504006,20
1335209,763816,20
817654,1361672,20
330129,1676387,20
1469849,240855,20
560609,567688,20
756198,454119,20
26615,118606,20
1383170,1514614,20
50077,1673173,20
634606,1643232,20
1154791,3050,20
820011,1705857,20
1009628,129279,20
917356,1107760,20
135515,1113592,20
1457725,730757,20
320958,885078,20
1192607,1234488,20
1284590,1536786,20
577446,1553202,20
1487978,77418,20
299404,1081456,20
182344,1031765,20
340355,379148,20
366748,1148333,20
405521,1189915,20
1381125,81325,20
821106,1696546,20
990454,324508,20
215408,334188,20
1598048,679579,20
541871,417799,20
1026691,1319479,20
1682366,927230,20
1619061,4472,20
538248,1402449,20
1471688,722164,20
91290,1436183,20
332692,1121238,20
387114,1660488,20
1044765,200611,20
1649081,799612,20
753114,1475469,20
1125138,234995,20
307295,282972,20
1417034,823463,20
869681,431463,20
1358797,310754,20
704505,1591940,20
309169,603863,20
1205534,474108,20
1697428,528959,20
773622,1441961,20
268389,431197,20
71773,607404,20
247759,165282,20
1224427,1521193,20
1442133,1232706,20
367446,1663391,20
866528,1334045,20
647373,1076855,20
1640633,327305,20
839602,918704,20
1645421,1057595,20
620356,525611,20
1442640,1175360,20
1530930,1343344,20
1426923,1142572,20
722848,915830,20
1414290,1592067,20
518589,771608,20
881867,489540,20
55908,122066,20
1529694,36889,20
539180,1056884,20
1346254,357610,20
1623205,67691,20
565140,61775,20
380617,801414,20
746922,25907,20
1503227,157257,20
887403,1668519,20
549675,1376262,20
52266,414026,20
463802,812701,20
1504413,413696,20
1004758,551157,20
1701119,743174,20
1024898,400362,20
1555050,895754,20
633969,976016,20
804179,1053472,20
976073,1692202,20
595155,566794,20
1049620,1105946,20
630831,680926,20
12295,231631,20
877245,575315,20
363402,731659,20
1664404,1158105,20
1258489,1291997,20
261641,396777,20
247791,923505,20
261888,1655265,20
1242174,1330751,20
1359288,467643,20
829253,123698,20
1541895,1606817,20
1242106,788798,20
422783,279536,20
283040,862299,20
1547151,306590,20
342516,880471,20
567707,4658,20
1117589,1320622,20
594538,1248084,20
1589274,680489,20
1201861,650569,20
1182520,318976,20
1379420,238917,20
879590,244589,20
511014,827852,20
1208358,532601,20
194434,913455,20
121097,43002,20
1664981,3546,20
285032,284682,20
701299,1503903,19
1696890,1235033,19
1180088,1504426,19
867889,63055,19
1245773,792463,19
443924,987795,19
1686141,520110,19
1608211,1709554,19
1106427,1397669,19
511760,434194,19
294633,505589,19
1367253,1173981,19
658986,729680,19
828212,244589,19
421805,1271516,19
1668709,1707582,19
360098,482607,19
238386,123040,19
459666,811211,19
91651,972632,19
715828,1457396,19
1091299,910903,19
1683588,1101473,19
1665534,1650436,19
162518,879560,19
1666250,575465,19
1133319,1654457,19
749224,1320636,19
1311837,288664,19
1543208,1518383,19
970698,1539890,19
1063777,1012040,19
408270,1333857,19
1653880,1599430,19
277356,1457396,19
1382461,243785,19
296518,297864,19
991998,1595825,19
902083,223192,19
125691,551807,19
350013,1175920,19
712577,144535,19
1273833,1282616,19
140853,1541060,19
1620417,305265,19
554242,1438620,19
152459,1607241,19
1335816,551006,19
363077,648805,19
1090883,1326929,19
720064,703714,19
555120,410541,19
1310228,1121874,19
1010371,618844,19
1651761,308920,19
734488,1630228,19
1592864,50416,19
1283849,416465,19
795174,1192965,19
1294313,969319,19
1531044,454971,19
1179075,1622398,19
1490656,326790,19
900101,146015,19
827994,632680,19
1175471,1487792,19
1008708,157735,19
1568276,961582,19
728767,517275,19
747567,1620681,19
798367,909049,19
653634,1236930,19
355604,1554586,19
130718,1024194,19
1159125,908297,19
1447077,889623,19
289668,70366,19
885457,1124070,19
385033,167261,19
587953,397177,19
1326283,241451,19
841367,760402,19
1075930,1088600,19
317688,1333857,19
245604,831225,19
337979,794065,19
122997,732802,19
860523,869833,19
189640,510118,19
993970,584789,19
358173,1325526,19
1690666,922970,19
1654457,1383471,19
225130,969505,19
768404,443972,19
828137,966580,19
535566,409372,19
952930,876590,19
1201184,1642784,19
984018,802946,19
1533947,1334827,19
756577,276566,19
1045365,779354,19
51414,130155,19
1611820,800217,19
69393,771099,19
314496,1242411,19
689931,851256,19
451403,1121238,19
158042,151576,19
1200861,1419612,19
535824,538139,19
1381238,45027,19
667911,100443,19
1190616,91192,19
274023,245248,19
1485698,193584,19
277356,715828,19
1596132,866248,19
1167691,1701144,19
1229882,1122982,19
1602344,1292154,19
651137,877139,19
73087,1356165,19
969436,23682,19
778860,526717,19
573357,1491390,19
569072,1669673,19
932592,358671,19
455350,58976,19
410027,522275,19
240011,110662,19
1546120,1290856,19
831965,745478,19
12174,1546656,19
844597,69215,19
1584726,534059,19
934793,477632,19
283914,344413,19
490703,1630751,19
97319,802302,19
1369029,443906,19
286108,825206,19
165502,964367,19
240933,510983,19
560882,733506,19
148635,656149,19
161018,1680424,19
1001220,1285127,19
1051786,315179,19
1661717,1011022,19
486243,12265,19
110336,1680806,19
1700029,1247532,19
165282,310046,19
777329,1637172,19
465906,1328202,19
300591,1092753,19
25434,866629,19
378190,1697715,19
1118399,994479,19
365076,43439,19
1354775,261075,19
827994,963147,19
983256,1614929,19
313473,115814,19
390179,1533767,19
31118,1347645,19
1065152,1120216,19
634547,1295685,19
868313,810972,19
1266999,674912,19
135629,193437,19
221670,1412871,19
1291997,305565,19
117783,480076,19
1420089,675790,19
261641,646332,19
191929,1145785,19
484369,1659156,19
1158152,1257299,19
1700369,1369485,19
1428394,1398249,19
539163,1319777,19
1680456,376991,19
504064,806273,19
957074,854768,19
920608,780785,19
1362562,1031493,19
377046,13546,19
929667,709446,19
1023640,365704,19
132004,1356308,19
221847,1103766,19
300591,1620959,19
1188571,800210,19
1630188,1694174,19
513013,241200,19
58279,1124070,19
1072924,1241300,19
1227244,557003,19
547388,346485,19
331289,913362,19
1306011,50225,19
1534756,1544057,19
548422,251982,19
1283994,1561388,19
636831,1385952,19
253340,161787,19
1483557,403500,19
552329,552398,19
1027058,1234336,19
189746,520520,19
1311837,44206,19
545227,445278,19
847589,1603297,19
976498,1223791,19
80450,552071,19
1271163,190447,19
1075861,1080783,19
1176723,1314162,19
14021,2399,19
1176261,1366547,19
1521206,1029454,19
1386371,1676239,19
425330,912338,19
1117589,294206,19
1393059,672955,19
1027326,429557,19
1385630,1666897,19
926003,1697537,19
714421,604732,19
383969,1582420,19
1083232,485443,19
922013,656394,19
568390,400502,19
1417044,1142301,19
1531233,545030,19
195254,155984,19
933769,1119663,19
1299140,362847,19
232062,1450174,19
1533671,1344253,19
265877,143684,19
260349,548537,19
1428394,289664,19
498599,1518199,19
78220,903856,19
791834,719307,19
370405,1361048,19
1671620,1354111,19
1593304,1011966,19
15300,1645421,19
585795,1370523,19
15941,851018,19
139693,1412871,19
1591020,318112,19
15943,762144,19
1525395,1029454,19
1305232,1656002,19
810972,1093102,19
1145593,1543818,19
507475,1026477,19
1034589,1283661,19
911284,525920,19
552904,821742,19
880736,1602274,19
805380,456639,19
529423,1059715,19
292565,4047,19
584077,604934,19
234102,188858,19
105113,1413862,19
1314247,1132492,19
1140345,668327,19
544526,949554,19
387114,495496,19
1221511,1137423,19
1524492,1488092,19
1611882,125533,19
876590,1656002,19
1533739,946759,19
1704340,579424,19
301450,1539161,19
1490764,755698,19
1055502,1283925,19
1664533,1447807,19
1375307,373580,19
209119,158764,19
458333,1487994,19
1034763,770538,19
656461,758965,19
130936,431435,19
285685,1093842,19
275155,1265399,19
1438873,730910,19
865774,981892,19
1482640,675795,19
799619,1354775,19
545251,1702037,19
1699980,850627,19
1351904,255206,19
1175748,1599423,19
826649,518168,19
1668699,410585,19
346376,1120029,19
473903,909683,19
1426675,117663,19
1354513,1468149,19
1667367,1475469,19
240855,332597,19
431088,862451,19
1476513,874450,19
404044,401644,19
1205413,1258351,19
668309,746919,19
392913,1556759,19
975928,526029,19
1638861,404940,19
732098,1522794,19
1090546,1371299,19
1270377,397589,19
381152,546264,19
1398467,155984,19
216991,1043837,19
1369842,804170,19
1144004,173859,19
573435,1186083,19
487815,1075930,19
1482470,602231,19
815501,1241640,19
1078955,710181,19
347259,1697005,19
1504791,730895,19
959022,1015628,19
792240,725529,19
119094,179324,19
1441961,525055,19
130889,343895,19
596528,178734,19
1597259,238082,19
986236,573758,19
370105,564550,19
362849,92974,19
614709,1636328,19
1074080,33330,19
1169072,1181070,19
1615019,1078252,19
1521206,602860,19
942450,594845,19
408270,1396214,19
545353,381345,19
271284,779969,19
353330,753648,19
1436774,783466,19
364147,973861,19
1196098,902431,19
807053,1629538,19
1688873,227548,19
363077,236277,19
281783,1433312,19
536771,1478940,19
1512148,799786,19
1421248,585111,19
773973,626823,19
1104146,429575,19
1601728,803680,19
902685,1001918,19
1469543,1303122,19
651072,1320663,19
546390,1575283,19
232062,666906,19
100112,715740,19
596752,971218,19
191855,81955,19
802485,230974,19
667013,1340347,19
1052440,768933,19
376748,1291422,19
840222,164391,19
297391,661779,19
1079536,873981,19
568076,391727,19
1408656,343861,19
149952,934742,19
598523,1189013,19
1111423,1073987,19
597247,607501,19
1219947,679579,19
1535001,392454,19
854355,311051,19
215408,202531,19
839537,400767,19
753268,1241159,19
1191226,1114084,19
380505,1434515,19
1180309,1226560,19
1157957,899896,19
1384570,546743,19
920309,1562198,19
1337826,723886,19
1044435,1390344,19
1352708,307884,19
58593,1705992,19
943400,20484,19
1604737,199890,19
1521810,70167,19
1513201,1240079,19
1339594,1335120,19
2155,953227,19
512828,1521810,19
1513481,1191701,19
195531,1140755,19
1495023,709446,19
1158105,933951,19
97040,1585687,19
1485214,1643639,19
1099665,908759,19
253947,966543,19
379020,1395469,19
1229882,862453,19
1433798,1566956,19
879661,1061448,19
659181,825099,19
403190,1637050,19
1602344,679579,19
1339905,1410586,19
1101357,305021,19
424819,845323,19
228834,1365865,19
1445655,1544823,19
215408,365872,19
372684,1149921,19
1104365,241924,19
541350,866248,19
470307,1144612,19
729623,480154,19
426051,628149,19
175536,691996,19
1367828,1431218,19
590673,786654,19
372865,1268598,19
442408,326039,19
1277859,1702515,19
627960,1251529,19
288517,1392775,19
323555,989867,19
127647,1244136,19
1457893,504950,19
621410,890702,19
864089,1150226,19
180947,504690,19
1413809,950496,19
1434630,932423,19
1312516,849433,19
606774,1295668,19
849428,526722,19
875112,724117,19
666906,916168,19
718711,1002086,19
866855,1492912,19
491515,1047787,19
376407,1587743,19
895240,1148644,19
991490,1052915,19
907243,318545,19
993574,317237,19
1596245,712393,19
1081734,46965,19
68426,1191651,19
1204790,1523906,19
802816,743982,19
388934,33050,19
1305030,251407,19
851990,595165,19
1570134,633171,19
708752,575546,19
1042349,566794,19
1357789,672481,19
190995,365704,19
812438,274857,19
1194804,354408,19
959366,456489,19
1160456,1159100,19
1632349,862299,19
946385,1059746,19
125825,1522729,19
398133,1509929,19
1339320,30559,19
567817,567815,19
1102995,1536687,19
543265,165707,19
527429,1317170,19
647373,225354,19
414036,414937,19
492377,716471,19
804964,109266,19
1536728,666773,19
1090841,648253,19
317411,1293914,19
274710,445389,19
1516474,1373110,19
621394,1301732,19
573426,564183,19
1644564,897853,19
295752,308274,19
1134329,1465049,19
1092366,1491252,19
1396086,1166240,19
1447549,550066,19
551449,875311,19
838345,508376,19
228066,1242411,19
1260260,849460,19
889562,887127,19
1193169,1327095,19
557040,75995,19
1073987,1292939,19
1369262,1553841,19
1193169,1522035,19
885045,800245,19
1486539,295167,19
880157,1162796,19
131310,212125,19
428026,449339,19
1431218,1070436,19
580654,849964,19
1541719,910167,19
1328145,1519245,19
829888,649695,19
1444838,1395710,19
838451,51225,19
6273,552530,19
412851,763272,19
399388,1487633,19
1123543,1250374,19
765373,1697968,19
143300,1199998,19
646304,864173,19
329536,490740,19
1555019,84084,19
255822,591683,19
109882,1384441,19
1178297,404044,19
1187801,1631582,19
1076054,1478307,19
395019,114936,19
1373110,155984,19
417653,1089286,19
505902,534059,19
507914,532535,19
424105,319908,19
159891,542468,19
1101068,1178494,19
145132,1344785,19
19814,570554,19
263550,891503,19
142151,1566028,19
837844,1418604,19
153251,90155,19
817988,1621104,19
844056,1520790,19
246547,1299778,19
616039,1282205,19
356236,1340347,19
670773,109575,19
1312040,608901,19
517435,1594760,19
876347,990454,19
922049,62397,19
769996,433149,19
166114,25064,19
111353,1191751,19
191940,317716,19
1293912,254392,19
746936,1458912,19
356216,861134,19
1271623,1603699,19
694182,520520,19
781441,1242314,19
1046477,1557709,19
363034,467652,19
607955,1592848,19
1132808,879560,19
1191298,791237,19
167396,1418604,19
1066972,369398,19
202883,647704,19
279850,244589,19
1457413,1271450,19
1369029,1462190,19
1139395,1434512,19
647938,1335563,19
692217,834031,19
381943,313752,19
314369,431197,19
1121175,59365,19
880034,503589,19
533012,531506,19
1102686,58462,19
1683479,656394,19
1007996,291626,19
1704171,1576233,19
584027,182344,19
876752,616166,19
1629198,1659119,19
81713,1622323,19
301661,771684,19
1694381,1642231,19
1412871,428026,19
1118159,1351842,19
176606,364918,19
678162,63055,19
1149349,540971,19
172850,422279,19
650569,1603346,19
53049,53015,19
1637160,1503738,19
875320,2832,19
1011011,899112,19
99694,1194781,19
1478940,1012811,19
1155166,1660848,19
546310,1383102,19
1072924,1162825,19
1559619,1225875,19
783160,1444917,19
311602,1044915,19
1155007,755698,19
1507205,258909,19
71773,1194070,19
442322,1296335,19
503066,1367482,19
549218,304008,19
1005758,1320663,19
1180077,261887,19
268032,304251,19
348172,346212,19
768404,1520584,19
1128227,1208062,19
161365,877719,19
796,1468351,19
333420,533174,19
965901,807310,19
910528,480001,19
117562,866199,19
1191174,722609,19
926075,604732,19
621194,1344785,19
557040,1390786,19
909564,1050805,19
848790,1698421,19
144816,710233,19
783282,1121927,19
408986,825206,19
875554,1425837,19
394213,532607,19
1239360,161365,19
406340,961096,19
330664,834224,19
1437844,1360958,19
573715,317237,19
301840,716559,19
1327414,717448,19
9424,224800,19
748298,47177,19
160053,681534,19
1089001,1322148,19
1495033,1587056,19
227062,432076,19
362568,1188332,19
69714,291559,19
1170723,1078041,19
1297631,537510,19
1697188,1297173,19
561299,1080177,19
1164890,98355,19
1634027,733865,19
1428912,1444917,19
1564411,1514450,19
757551,817084,19
1158058,634058,19
825549,528407,19
131444,609654,19
691909,302456,19
1274443,307088,19
522441,922930,19
1358518,61543,19
993651,1672803,19
364618,266790,19
875763,1587044,19
1320663,1555446,19
448871,12636,19
1606277,604934,19
586652,290846,19
568633,264890,19
1637186,1446430,19
101794,404148,19
362770,797677,19
68803,73658,19
1003709,651587,19
1557196,646107,19
1107027,899486,19
422392,1637332,19
704491,1364808,19
842834,30559,19
822520,259794,19
799612,301172,19
872276,1356085,19
160815,1492171,19
264788,230448,19
1354481,1097201,19
1262180,569265,19
930046,265909,19
854841,2968,19
521143,1369912,19
1337932,458793,19
1504426,1480944,19
1468970,324627,19
614029,554935,19
584753,840161,19
1268974,7018,19
515647,132721,19
474477,1600119,19
549218,127904,19
931774,823804,19
35786,321695,19
392563,835941,19
1066264,459763,19
1093573,1370673,19
1371897,298228,19
1269463,810972,19
730205,1603165,19
932328,1427530,19
253406,1369933,19
1027058,1097201,19
1043781,1702811,19
57968,867677,19
189375,1347120,19
1117589,299199,19
1043763,124833,19
993773,1190524,19
98355,689630,19
1327348,371735,19
1457273,1367479,19
113890,983375,19
1605964,1080777,19
1483164,596243,19
1263589,522889,19
1060391,651628,19
1683385,1598327,19
1630620,1668746,19
1473846,489922,19
567715,189375,19
1016229,1008893,19
191288,370784,19
96176,1657809,19
96865,1622709,19
1217001,1674070,19
1190273,1489313,19
870087,1351627,19
1139800,1465505,19
1632674,407751,19
153251,389379,18
688814,449806,18
1685843,792297,18
345079,913362,18
838637,345031,18
308274,158060,18
1475469,485324,18
1659119,1080099,18
1287034,743065,18
1478541,993643,18
528208,874672,18
390590,520459,18
482607,1305198,18
1696004,1052084,18
204746,892685,18
854841,392963,18
1688956,885087,18
512900,1581595,18
1685200,805380,18
1081456,1078650,18
317688,1125066,18
1062197,933477,18
757538,193600,18
856544,630297,18
948145,691438,18
149266,105697,18
1613500,1097201,18
1193777,1566028,18
1285369,1641769,18
389639,825206,18
1540528,1645421,18
1140995,1294671,18
234734,1026479,18
192537,1001795,18
662728,509430,18
831392,674955,18
144686,1107073,18
10794,1207571,18
1101109,1524587,18
1270443,1586164,18
1509977,984435,18
564175,564043,18
252299,880628,18
1329157,1541314,18
1359402,744235,18
984076,1351554,18
131827,133585,18
1229793,1404106,18
429118,930247,18
191332,305987,18
1263185,838594,18
1216525,353777,18
1607130,1538249,18
1424852,1697761,18
1591747,275219,18
161224,1662904,18
73594,587561,18
643296,703528,18
1566892,392184,18
1155166,404481,18
826407,157117,18
1405266,1642721,18
1367357,675160,18
1171139,1375963,18
460083,319908,18
1441961,15147,18
1685699,823804,18
345925,331907,18
1155108,40750,18
30766,1535661,18
1184412,125533,18
1523747,420190,18
1502810,753268,18
518839,196132,18
1688956,211177,18
1623990,1484356,18
1038195,1054649,18
289513,165536,18
564160,1614999,18
125995,1680383,18
946385,841582,18
471480,1431905,18
32885,210327,18
1457102,492918,18
859817,429118,18
671354,843563,18
1176068,534062,18
1667480,1352708,18
478930,201745,18
534558,271980,18
1076196,268463,18
1106549,891173,18
1097630,1401042,18
1337877,560882,18
1557387,258909,18
960135,817093,18
1028614,710852,18
713065,1085961,18
592665,80115,18
1632626,146381,18
1494564,710181,18
1661012,960999,18
157233,1151075,18
959232,1437387,18
1654895,1671107,18
1422601,1422119,18
535869,1537768,18
1278393,1481807,18
912755,91886,18
660262,1051959,18
287279,191256,18
430372,431633,18
418170,1426674,18
2832,1679790,18
389639,1662904,18
487969,1681855,18
495330,32369,18
1691107,59952,18
1437503,28551,18
784560,99354,18
350099,310754,18
1224622,472317,18
911029,587561,18
1019960,977931,18
222923,1645811,18
365739,1365751,18
1598629,1254219,18
728487,1117293,18
758254,324627,18
1335705,432864,18
800210,92257,18
438271,1607399,18
227661,173556,18
434356,879661,18
1192870,657665,18
1591540,1197303,18
73355,712393,18
707962,237646,18
1627264,1155276,18
1290115,596734,18
477850,1061262,18
567864,442408,18
1352948,1168758,18
862778,431572,18
864081,1357902,18
584824,50062,18
764941,538684,18
1187832,778752,18
80953,1365170,18
860814,551645,18
1605066,322017,18
1329157,865789,18
1505657,590673,18
635535,330841,18
95589,750985,18
1654310,245101,18
1475569,329849,18
971773,844816,18
1383471,758158,18
443793,1413504,18
132345,1640573,18
166605,582887,18
358048,1574918,18
576369,1701144,18
1493366,1585253,18
24523,389258,18
266880,605402,18
26824,1044765,18
1062190,522607,18
560546,201211,18
1069555,1250770,18
1097527,624993,18
817214,1455854,18
574559,839263,18
572828,301133,18
1513344,1702798,18
68658,1642367,18
793790,137110,18
1324121,208772,18
585727,842203,18
1153086,717560,18
1328913,1211437,18
131401,1300984,18
875797,723360,18
752516,278598,18
1546120,1091599,18
420190,433648,18
1667367,485324,18
550516,1297648,18
692378,1611732,18
113348,656149,18
1107133,1418083,18
644000,934541,18
649967,1135369,18
319908,1034725,18
750958,555921,18
618482,963846,18
375504,1371299,18
121241,1379345,18
725530,131979,18
145797,815803,18
317799,1246702,18
1520440,363751,18
1073997,1369842,18
1007241,864216,18
560546,676640,18
1708440,1544528,18
1107500,1621777,18
1368240,315435,18
1518191,1664875,18
754721,1167874,18
1490737,573976,18
68033,1653163,18
423359,963147,18
1245773,1354951,18
145750,542523,18
537399,193958,18
329464,1589451,18
510823,717560,18
1155463,739444,18
1591058,750923,18
106975,1290115,18
1497426,1184396,18
1382575,1630805,18
774734,1699269,18
767534,1359982,18
1081456,1309116,18
1194804,803496,18
1009141,1114084,18
210049,609442,18
723360,1040934,18
1672893,9291,18
37582,1457273,18
845077,1194710,18
535465,774429,18
728343,502708,18
662645,1414279,18
549167,464262,18
1365588,100445,18
1314946,622839,18
33521,368258,18
906333,587797,18
98634,1408320,18
1418645,64985,18
71773,475669,18
1538150,1617517,18
771639,110448,18
1357789,855723,18
264587,1210630,18
795059,728677,18
1626223,815803,18
1685843,879121,18
261411,40558,18
733887,511239,18
1482973,1659156,18
392765,994030,18
1411745,783640,18
663007,376387,18
236395,426313,18
1073044,431197,18
927512,584129,18
1583400,404497,18
1328445,1678611,18
499885,511239,18
132459,1293118,18
188489,1572921,18
773053,73758,18
886421,730708,18
266880,503002,18
985743,504842,18
908090,2483,18
1213428,216085,18
1577648,1694073,18
881959,81305,18
540988,1688566,18
337824,1312480,18
625322,1705968,18
252311,264121,18
1079654,710181,18
1371004,261800,18
247415,1475467,18
1133319,847706,18
167383,151576,18
431197,833717,18
117310,201739,18
384545,163745,18
751675,416794,18
647373,30613,18
312459,572072,18
1396176,196132,18
325725,842243,18
1691064,577446,18
128668,43774,18
224081,484711,18
368157,1092753,18
1663236,587797,18
539233,1618569,18
50074,1246702,18
1303852,178123,18
27073,723400,18
224180,1625790,18
1330689,97085,18
1161892,96176,18
1687007,804238,18
669951,1582855,18
1368240,1102894,18
867088,387034,18
785921,1427530,18
771611,1404805,18
1157974,1135369,18
852433,869143,18
1680797,344975,18
750147,764229,18
653879,479388,18
473152,1427901,18
1296749,529887,18
1008121,1636436,18
633921,97576,18
417416,955112,18
1114084,454119,18
256469,1017949,18
1700592,918032,18
1614457,1331821,18
549729,1181847,18
1598048,657270,18
388908,1698679,18
1503903,466001,18
489974,1698681,18
431268,1664238,18
1589587,674934,18
297864,1424444,18
649452,1664404,18
501948,1014899,18
528913,1357760,18
745047,774831,18
634058,209119,18
946938,24523,18
583223,251407,18
577907,768463,18
1588799,144935,18
84254,1361747,18
1347520,705217,18
693041,251114,18
290369,807310,18
1436430,817150,18
751942,469358,18
581418,879126,18
722967,1499911,18
149508,1484571,18
821913,1325478,18
238917,308920,18
755095,932561,18
1469720,1056238,18
380910,1128227,18
843841,290779,18
277829,1155872,18
781726,1073987,18
212125,890390,18
636287,444402,18
191256,732510,18
1692776,1645421,18
1063872,1449626,18
112127,96116,18
190367,780016,18
36819,834149,18
570538,1432962,18
1240889,124475,18
1218759,1456131,18
484790,1327647,18
375819,723522,18
879743,1195765,18
1613502,330145,18
729611,587797,18
1021425,1007642,18
1512928,69191,18
6402,527506,18
81198,1406856,18
1194654,932734,18
210125,489540,18
539727,924391,18
607060,902083,18
1328317,1275240,18
694182,1058897,18
324142,1412235,18
1582682,326246,18
1115784,1007081,18
1330938,359906,18
354406,430119,18
1154785,1157349,18
1653815,539219,18
561703,979674,18
276846,1114133,18
831083,1184412,18
533268,534558,18
761086,584681,18
51204,322123,18
1518112,1440688,18
1644044,1662484,18
939323,23682,18
1128593,786654,18
716339,528000,18
906333,729611,18
485106,933769,18
681110,770952,18
710239,240890,18
1528758,1324627,18
16838,1550150,18
239329,510176,18
528000,1246702,18
317688,408270,18
1235574,805138,18
1361190,346485,18
324627,233145,18
581935,585089,18
656461,274580,18
486584,1053432,18
1631779,50346,18
385555,1536017,18
240933,586938,18
971278,1296639,18
939201,1226560,18
1021725,1380435,18
1565078,641157,18
459370,486514,18
670773,789191,18
869143,1536236,18
1290278,367847,18
203099,882363,18
337625,1637117,18
620652,18228,18
138572,1361443,18
1205477,459024,18
970063,1603529,18
1099525,1056738,18
301181,788606,18
862886,822717,18
730719,113894,18
26615,1610528,18
1554129,1614982,18
1634027,418653,18
868986,1331801,18
1139022,473628,18
1402405,124475,18
1072078,294206,18
703996,567248,18
843841,52922,18
14061,1193746,18
1489905,419684,18
34988,939261,18
106053,281753,18
477338,753273,18
1153329,585323,18
674595,1444380,18
1423573,1489299,18
499687,870740,18
1333103,604732,18
234839,1100131,18
504005,614706,18
250369,443906,18
1139395,1416266,18
39918,394540,18
1608707,1195765,18
1211945,258909,18
1261239,1618759,18
791196,101473,18
1679134,1351785,18
620492,1305288,18
1383782,164662,18
1540528,15300,18
911841,17323,18
1514334,1360449,18
633393,344604,18
1669933,657701,18
679579,680545,18
1430772,338295,18
154787,741763,18
1316505,1335187,18
542047,1352923,18
364299,1697674,18
640782,471477,18
220031,1240133,18
218,595034,18
330611,418887,18
1316967,1580496,18
1062128,19872,18
1026426,81305,18
1554649,525611,18
1118159,1418964,18
1330689,719688,18
485376,933778,18
570878,1062273,18
1046643,1035585,18
212125,1310186,18
413238,1333038,18
390605,900043,18
1133360,1310019,18
56348,1574249,18
1178494,1489311,18
268453,499511,18
839848,1654108,18
1660967,1154476,18
634058,158764,18
354278,1657368,18
1469233,485519,18
860648,586652,18
376947,169221,18
98128,317060,18
1642223,539548,18
122272,452558,18
581418,90345,18
1453302,480821,18
156419,592274,18
520001,891503,18
1324261,317547,18
407671,1509319,18
604932,1603668,18
1304967,12626,18
1295903,1621104,18
759967,261084,18
1518783,1336095,18
956571,626823,18
817536,1447549,18
1063777,1370616,18
1574207,1394168,18
767935,245604,18
1382461,467765,18
1696844,545227,18
773716,1352763,18
1459935,36216,18
898886,1645767,18
780350,386021,18
1611727,489094,18
1140854,1447124,18
1091282,604732,18
1025897,406776,18
1510221,552546,18
1275384,145263,18
1621300,389639,18
1698413,971473,18
591081,1137423,18
328833,847399,18
767158,1359982,18
477188,70223,18
795174,1281437,18
1496729,376708,18
1426375,360685,18
1289761,1708166,18
12702,1300104,18
1370443,289249,18
1597259,1499990,18
931334,1538012,18
25388,592665,18
878067,1382576,18
1398075,158312,18
37830,732711,18
481089,510117,18
423359,632680,18
1341148,294140,18
829888,816350,18
852915,1653560,18
372845,1127662,18
1389637,77739,18
459024,1007950,18
363634,110834,18
96155,649253,18
534709,970334,18
509428,1668522,18
106881,1518451,18
609032,680828,18
1444301,607501,18
550487,1488092,18
1427870,1489315,18
1440806,244442,18
758191,111880,18
196132,534062,18
1695469,117705,18
465024,779062,18
406028,146564,18
1444370,1166864,18
1046409,466072,18
816557,435475,18
107293,752066,18
35416,525194,18
